TRAIN / TEST / VALIDATE,PATH,LABEL
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-2-0002-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-2-0002-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-3-0002-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-3-0002-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-3-0002-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-3-0002-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-3-0002-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-3-0002-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-4-0002-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-4-0002-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-4-0002-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-4-0002-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-4-0002-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-4-0002-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-6-0002-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-6-0002-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-6-0002-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-6-0002-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-6-0002-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-6-0002-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-7-0002-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-7-0002-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-7-0002-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-7-0002-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-7-0002-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-7-0002-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-8-0002-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-8-0002-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-8-0002-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-8-0002-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-8-0002-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0002-8-0002-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-1-0003-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-1-0003-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-1-0003-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-1-0003-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-1-0003-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-1-0003-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-2-0003-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-2-0003-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-2-0003-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-2-0003-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-2-0003-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-2-0003-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-3-0003-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-3-0003-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-3-0003-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-3-0003-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-3-0003-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-3-0003-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-4-0003-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-4-0003-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-4-0003-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-4-0003-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-4-0003-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-4-0003-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-6-0003-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-6-0003-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-6-0003-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-6-0003-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-6-0003-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-6-0003-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-7-0003-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-7-0003-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-7-0003-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-7-0003-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-7-0003-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-7-0003-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-8-0003-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-8-0003-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-8-0003-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-8-0003-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-8-0003-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0003-8-0003-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-1-0004-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-1-0004-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-1-0004-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-1-0004-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-1-0004-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-1-0004-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-2-0004-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-2-0004-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-2-0004-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-2-0004-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-2-0004-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-2-0004-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-3-0004-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-3-0004-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-3-0004-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-3-0004-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-3-0004-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-3-0004-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-4-0004-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-4-0004-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-4-0004-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-4-0004-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-4-0004-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-4-0004-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-6-0004-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-6-0004-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-6-0004-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-6-0004-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-6-0004-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-6-0004-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-7-0004-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-7-0004-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-7-0004-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-7-0004-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-7-0004-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-7-0004-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-8-0004-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-8-0004-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-8-0004-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-8-0004-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-8-0004-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0004-8-0004-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-1-0005-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-1-0005-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-1-0005-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-1-0005-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-1-0005-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-1-0005-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-2-0005-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-2-0005-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-2-0005-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-2-0005-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-2-0005-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-2-0005-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-3-0005-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-3-0005-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-3-0005-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-3-0005-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-3-0005-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-3-0005-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-4-0005-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-4-0005-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-4-0005-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-4-0005-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-4-0005-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-4-0005-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-6-0005-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-6-0005-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-6-0005-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-6-0005-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-6-0005-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-6-0005-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-7-0005-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-7-0005-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-7-0005-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-7-0005-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-7-0005-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-7-0005-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-8-0005-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-8-0005-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-8-0005-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-8-0005-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-8-0005-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0005-8-0005-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-1-0006-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-1-0006-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-1-0006-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-1-0006-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-1-0006-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-1-0006-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-2-0006-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-2-0006-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-2-0006-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-2-0006-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-2-0006-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-2-0006-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-3-0006-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-3-0006-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-3-0006-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-3-0006-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-3-0006-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-3-0006-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-4-0006-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-4-0006-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-4-0006-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-4-0006-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-4-0006-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-4-0006-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-6-0006-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-6-0006-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-6-0006-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-6-0006-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-6-0006-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-6-0006-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-7-0006-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-7-0006-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-7-0006-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-7-0006-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-7-0006-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-7-0006-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-8-0006-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-8-0006-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-8-0006-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-8-0006-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-8-0006-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0006-8-0006-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-1-0012-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-1-0012-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-1-0012-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-1-0012-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-1-0012-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-1-0012-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-2-0012-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-2-0012-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-2-0012-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-2-0012-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-2-0012-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-2-0012-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-3-0012-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-3-0012-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-3-0012-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-3-0012-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-3-0012-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-3-0012-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-4-0012-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-4-0012-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-4-0012-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-4-0012-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-4-0012-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-4-0012-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-6-0012-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-6-0012-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-6-0012-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-6-0012-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-6-0012-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-6-0012-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-7-0012-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-7-0012-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-7-0012-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-7-0012-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-7-0012-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-7-0012-8.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-8-0012-1.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-8-0012-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-8-0012-3.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-8-0012-4.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-8-0012-6.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0012-8-0012-7.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0013-1-0013-2.png,Poz
TRAIN,gs://google_storage_bucket_name/Train_Poz_Samp/0013-1-0013-3.png,Poz
